epoch,lr-Adam,step,train_loss,train_mse,val_loss,val_mse
,0.003,0,,,,
0,,49,0.5060356259346008,0.5060356259346008,,
0,,99,0.35706818103790283,0.35706818103790283,,
0,,149,0.24642086029052734,0.24642086029052734,,
0,,199,0.3206206262111664,0.3206206262111664,,
0,,249,0.32245445251464844,0.32245445251464844,,
0,,299,0.38388288021087646,0.38388288021087646,,
0,,349,0.34842148423194885,0.34842148423194885,,
0,,399,0.37813982367515564,0.37813982367515564,,
0,,449,0.2937450706958771,0.2937450706958771,,
0,,499,0.25109148025512695,0.25109148025512695,,
0,,549,0.26139652729034424,0.26139652729034424,,
0,,599,0.3142671287059784,0.3142671287059784,,
0,,649,0.3326691687107086,0.3326691687107086,,
0,,699,0.26940619945526123,0.26940619945526123,,
0,,749,0.4036146104335785,0.4036146104335785,,
0,,799,0.32936739921569824,0.32936739921569824,,
0,,849,0.3080361485481262,0.3080361485481262,,
0,,899,0.43914175033569336,0.43914175033569336,,
0,,949,0.32442545890808105,0.32442545890808105,,
0,,999,0.29580244421958923,0.29580244421958923,,
0,,1049,0.3513505756855011,0.3513505756855011,,
0,,1099,0.3108937442302704,0.3108937442302704,,
0,,1149,0.3086453080177307,0.3086453080177307,,
0,,1199,0.31960463523864746,0.31960463523864746,,
0,,1249,0.4823944568634033,0.4823944568634033,,
0,,1299,0.25931739807128906,0.25931739807128906,,
0,,1349,0.23381586372852325,0.23381586372852325,,
0,,1399,0.31271958351135254,0.31271958351135254,,
0,,1449,0.3054346740245819,0.3054346740245819,,
0,,1499,0.4306844174861908,0.4306844174861908,,
0,,1549,0.3794970214366913,0.3794970214366913,,
0,,1599,0.3298206031322479,0.3298206031322479,,
0,,1649,0.2676791250705719,0.2676791250705719,,
0,,1699,0.28152546286582947,0.28152546286582947,,
0,,1749,0.36712902784347534,0.36712902784347534,,
0,,1799,0.33407679200172424,0.33407679200172424,,
0,,1849,0.38747185468673706,0.38747185468673706,,
0,,1899,0.3215957581996918,0.3215957581996918,,
0,,1949,0.2396889179944992,0.2396889179944992,,
0,,1999,0.34183183312416077,0.34183183312416077,,
